Current Packets,Max Value,Result,Mean Absolute Error,SD for Byte,SD for Residual
178, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
6, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1, ,-,45.23453333333333,34.575147353101606,34.67026920282099
1,9.28,-,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
1,2.0,1,45.23453333333333,34.575147353101606,34.67026920282099
256,12.2,0,45.23453333333333,34.575147353101606,34.67026920282099
1,12.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,12.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,12.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,12.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,12.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,12.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,12.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,12.2,1,45.23453333333333,34.575147353101606,34.67026920282099
1,12.2,1,45.23453333333333,34.575147353101606,34.67026920282099
417,28.84,0,45.23453333333333,34.575147353101606,34.67026920282099
1,28.84,1,45.23453333333333,34.575147353101606,34.67026920282099
1,28.84,1,45.23453333333333,34.575147353101606,34.67026920282099
1,28.84,1,45.23453333333333,34.575147353101606,34.67026920282099
1,28.84,1,45.23453333333333,34.575147353101606,34.67026920282099
1,28.84,1,45.23453333333333,34.575147353101606,34.67026920282099
