Current Value Sum,Max Value,Residual,Results
155221.0,62088.4,58473.4,1
11843.0,4737.2,-270137.8,0
794618.0,317847.2,317781.2,1
575.0,230.0,52.0,1
4098.0,1639.2,-1236.8,0
3294.0,1317.6,-89.40000000000009,0
1649.0,659.6,604.6,1
736.0,294.4,194.39999999999998,1
884.0,353.6,-7862.4,0
1299265.0,519706.0,-262272.0,0
2940324.0,1176129.6,1060753.6,1
1968232.0,787292.8,0.0, 
