Current Value Sum,Max Value,Residual,Results
569587.0,227834.8,226368.8,1
401403.0,160561.2,160495.2,1
277847.0,111138.8,109672.8,1
262102.0,104840.8,104774.8,1
281129.0,112451.6,112385.6,1
324681.0,129872.4,129681.4,1
311771.0,124708.4,124654.4,1
338034.0,135213.6,133829.6,1
358482.0,143392.8,143326.8,1
362209.0,144883.6,143499.6,1
1733728.0,693491.2,692107.2,1
1959766.0,783906.4,0.0, 
