Current Value Sum,Max Value,Residual,Results
164132.0,65652.8,64186.8,1
49308.0,19723.2,-208775.8,0
751238.0,300495.2,299963.2,1
5579.0,2231.6,2177.6,1
6875.0,2750.0,2143.0,1
12145.0,4858.0,3392.0,1
43485.0,17394.0,17340.0,1
46532.0,18612.8,17146.8,1
21368.0,8547.2,7758.200000000001,1
1172959.0,469183.6,467799.6,1
2940270.0,1176108.0,1174724.0,1
1966848.0,786739.2,0.0, 
