Current Value Sum,Max Value,Residual,Results
167064.0,33412.8,-241462.2,0
795193.0,159038.6,158860.6,1
7392.0,1478.4,71.40000000000009,1
2385.0,477.0,377.0,1
1300149.0,260029.8,-521948.2,0
4908556.0,981711.2,0.0, 
